id,file,normed,cat,word,wordcat,inflected_prop,conc_cat,main,Perceptualstrength,Exclusivity,Auditory,Haptic,Visual,SD_Auditory,SD_Haptic,SD_Visual,freq_lg10CD_SUBTLEXNL,freq_lg10WF_SUBTLEXNL,freq_CELEX_lem,inflected_adj_freq_lg10CD_SUBTLEXNL,AoA_Brysbaertetal2014,concrete_Brysbaertetal2014,known_Brysbaertetal2014,letters,phonemes_DUTCHPOND,orth_neighbours_DUTCHPOND,phon_neighbours_DUTCHPOND,a1,h1,v1,a2,h2,v2,a3,h3,v3,a4,h4,v4,a5,h5,v5,a6,h6,v6,a7,h7,v7,a8,h8,v8,a9,h9,v9,a10,h10,v10,English_Word_Lynott_Connell_2009_2013,English_Main_Lynott_Connell_2009_2013,English_Perceptualstrength_Lynott_Connell_2009_2013,English_Exclusivity_Lynott_Connell_2009_2013,English_Auditory_Lynott_Connell_2009_2013,English_Haptic_Lynott_Connell_2009_2013,English_Visual_Lynott_Connell_2009_2013,English_Letters_Lynott_Connell_2009_2013
636,3,Dut_Eng,Concept,thema,noun,NA,het,Visual,3,0.207,1.778,1.667,3,1.481,2.291,1.5,2.25,2.37,1.491,NA,8.75,2.27,100,5,4,0,0,2,5,2,2,0,2,0,0,0,1,4,3,5,5,5,2,1,4,2,0,4,2,0,4,0,0,3,NA,NA,NA,theme,Visual,2.059,0.348,2.059,0.941,3.412,5
639,3,Dut_Eng,Concept,tikje,noun,NA,het,Haptic,3.125,0.241,1.5,3.125,2.125,1.773,2.357,1.808,2.21,2.28,0.903,NA,6.97,3.33,100,5,5,6,6,5,5,5,1,1,2,0,5,0,0,0,0,0,5,1,2,5,4,3,0,3,1,4,2,NA,NA,NA,NA,NA,NA,pat,Haptic,4.294,0.439,2.118,4.294,3.059,3
653,1,Dut_Eng,Concept,type,noun,NA,het,Visual,2.143,0.267,1.143,1,2.143,2.035,1.915,1.864,3.08,3.22,1.869,NA,9.63,1.73,100,4,5,5,2,5,5,5,3,2,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,type,Visual,2.706,0.146,2.412,2.706,3.294,4
657,3,Dut_Eng,Concept,uitzicht,noun,NA,het,Visual,4,0.66,0.556,0.667,4,1.014,0.707,1.658,2.83,2.92,1.556,NA,8.56,3.13,100,8,6,0,0,0,2,5,1,1,3,0,0,5,0,1,4,0,1,5,0,1,5,3,0,0,1,0,4,0,0,5,NA,NA,NA,view,Visual,0.706,0.652,0.706,0.471,4.529,4
658,2,Dut_Eng,Concept,uur,noun,NA,het,Visual,3.444,0.415,1.444,1,3.444,1.74,1.118,1.509,3.74,4.18,2.628,NA,5.92,3.67,100,3,2,8,12,3,3,4,0,0,5,2,2,2,1,2,5,2,0,1,5,1,5,0,0,4,0,1,2,0,0,3,NA,NA,NA,hour,Visual,1.412,0.59,1.412,0.235,2.765,4
660,3,Dut_Eng,Concept,vacuüm,noun,NA,het,Visual,1.556,0.114,1.111,1.222,1.556,1.833,1.986,2.007,1.68,1.75,NA,NA,11.83,2.67,100,6,NA,0,0,0,0,0,0,2,4,0,0,0,0,0,2,5,0,0,3,4,5,0,0,0,0,0,0,2,5,3,NA,NA,NA,vacuum,Visual,3.294,0.352,3.294,1.412,3.412,6
663,1,Dut_Eng,Concept,vel,noun,NA,het,Haptic,4,0.361,0.857,4,3.857,1.215,1.528,1.676,2.37,2.43,1.519,NA,5.84,4.73,100,3,3,22,21,2,5,2,1,1,1,0,5,5,0,4,5,0,3,5,0,5,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,fell,Visual,3.118,0.387,2.529,3.118,3.706,4
664,3,Dut_Eng,Concept,venster,noun,NA,het,Visual,4.25,0.66,0.375,1.25,4.25,0.744,1.282,1.488,2.06,2.18,1.462,NA,5.32,4.73,100,7,7,1,1,0,2,5,1,1,3,0,0,5,0,1,5,0,0,5,0,1,5,0,1,5,2,4,1,NA,NA,NA,NA,NA,NA,window,Visual,2.765,0.487,0.824,2.765,4.706,6
672,2,Dut_Eng,Concept,verleden,noun,NA,het,Auditory,2.556,0.148,2.556,1.778,1.667,2.128,2.224,1.5,3.3,3.48,2.061,NA,8,1.33,100,8,8,7,6,4,5,2,5,0,0,2,5,4,0,4,0,0,0,0,4,1,1,3,1,3,0,0,2,5,0,3,NA,NA,NA,past,Auditory,2.294,0.261,2.294,0.588,2.176,4
680,"1, 3",Dut_Eng,Concept,vertrouwen,noun,NA,het,Visual,3,0.019,2.944,2.833,3,1.59,1.837,1.677,3.53,3.79,2.097,NA,8.06,1.73,100,10,8,2,1,5,5,5,2,2,1,0,5,0,4,3,3,5,5,5,2.5,3,3.5,3,0.5,2.5,3,1,3,2,1,4,NA,NA,NA,trust,Auditory,3.353,0.392,3.353,1.588,3.294,5
686,1,Dut_Eng,Concept,vilt,noun,NA,het,Haptic,4,0.4,1,4,2.5,0.894,1.549,2.258,1.4,1.45,0,NA,10.95,4.54,99.1,4,4,11,18,2,5,5,2,4,3,1,5,5,NA,NA,NA,0,5,0,0,1,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,felt,Haptic,4.235,0.47,0.706,4.235,2.824,4
687,2,Dut_Eng,Concept,vinden,verb,NA,het,Visual,2.556,0.064,2.333,2.111,2.556,2,2.028,1.81,3.85,4.42,3.086,NA,5.53,2.2,100,6,6,8,6,1,5,1,3,0,0,1,1,5,2,4,4,0,5,1,5,1,2,5,0,3,4,1,2,0,2,5,NA,NA,NA,find,Visual,3.118,0.296,1.765,3.118,3.941,4
689,1,Dut_Eng,Concept,vlees,noun,NA,het,Visual,4.286,0.318,1.286,3.857,4.286,1.496,1.215,0.756,3.18,3.43,1.909,NA,4.61,4.47,100,5,4,4,4,4,5,5,2,3,4,0,5,5,2,3,4,0,5,5,0,2,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,quick,Visual,2.294,0.468,2.294,1.706,3.882,5
692,1,Dut_Eng,Concept,vliegtuig,noun,NA,het,Visual,4.143,0.139,2.714,3.429,4.143,1.799,1.718,1.215,3.19,3.59,1.716,NA,5.69,4.8,100,9,7,0,0,5,3,5,3,4,2,2,5,5,4,3,4,0,5,5,1,0,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,plane,Visual,4.294,0.324,4.294,2.529,4.529,5
697,1,Dut_Eng,Concept,volume,noun,NA,het,Auditory,4.571,0.481,4.571,1,1.857,1.134,1.732,1.773,1.99,2.05,0.903,NA,8.94,3,100,6,6,0,0,5,4,3,2,3,2,5,0,1,5,0,0,5,0,0,5,0,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,volume,Auditory,4.353,0.555,4.353,1.118,1.647,6
701,2,Dut_Eng,Concept,voordeel,noun,NA,het,Visual,3.222,0.174,2.556,1.889,3.222,2.404,2.205,2.108,2.88,2.96,1.839,NA,8.15,1.87,100,8,6,2,3,5,5,5,0,0,0,2,5,4,1,4,2,0,2,3,5,1,5,5,0,5,0,0,0,5,0,5,NA,NA,NA,advantage,Visual,1.706,0.448,1.706,0.529,3.118,9
702,1,Dut_Eng,Concept,voornemen,noun,NA,het,Auditory,3.571,0.308,3.571,1.286,2.571,0.976,1.604,1.272,1.61,1.64,1.362,NA,9.7,1.73,100,9,8,3,3,4,3,5,3,3,3,5,0,1,4,3,2,3,0,3,2,0,2,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,intention,Visual,2.938,0.461,2.938,0.5,2.938,9
714,3,Dut_Eng,Concept,wachten,verb,NA,het,Visual,2.444,0.28,0.889,2.222,2.444,0.928,2.333,1.878,3.78,4.15,2.544,NA,5.15,3.4,100,7,6,10,12,0,5,0,1,0,3,0,5,0,1,3,4,0,0,0,2,5,3,2,0,4,2,2,4,0,0,4,NA,NA,NA,wait,Visual,1.294,0.432,1.294,0.706,2.235,4
715,1,Dut_Eng,Concept,wantrouwen,noun,NA,het,Auditory,2.857,0.188,2.857,1.571,2.429,1.773,1.988,1.272,1.98,2.02,1.38,NA,9.75,1.8,100,10,8,1,2,4,4,3,3,4,3,4,0,3,3,3,4,5,0,0,0,0,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,suspicion,Visual,2.706,0.398,2.706,1.118,3.176,9
720,1,Dut_Eng,Concept,weer,noun,NA,het,Visual,4.286,0.288,1.857,2.286,4.286,1.574,2.138,0.756,3.89,4.7,3.188,NA,5.53,3,100,4,4,20,24,5,5,5,2,1,3,1,0,4,2,2,4,0,3,5,1,5,5,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,weather,Visual,3.176,0.35,3.176,3,4.765,7
724,1,Dut_Eng,Concept,welkom,noun,NA,het,Auditory,3.143,0.185,3.143,1.714,2.857,1.676,1.89,1.574,3.57,3.85,1.398,NA,6.89,2,100,6,6,2,1,5,5,5,4,3,2,4,0,3,4,2,4,0,0,0,2,0,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,welcome,Auditory,3.941,0.304,3.941,2.125,3.941,7
725,3,Dut_Eng,Concept,welzijn,noun,NA,het,Haptic,2.556,0.158,1.556,2.556,2.222,1.667,2.297,1.986,2.33,2.41,1.362,NA,10.44,1.6,100,7,6,0,0,5,5,5,1,1,3,0,5,0,1,3,0,0,5,5,2,4,2,3,0,0,2,0,2,0,0,3,NA,NA,NA,welfare,Visual,1.824,0.352,1.824,1.235,2.882,7
726,1,Dut_Eng,Concept,werk,noun,NA,het,Visual,3.429,0.208,1.857,2.286,3.429,1.574,2.215,1.134,3.84,4.47,2.757,NA,5.94,3.2,100,4,4,9,8,2,4,3,3,5,2,3,0,4,4,3,4,0,0,5,0,4,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,work,Visual,2.471,0.292,2.471,2.294,3.588,4
727,3,Dut_Eng,Concept,westen,noun,NA,het,Visual,2.556,0.39,0.778,1.222,2.556,1.202,1.986,1.878,2.91,3.11,1.748,NA,7.9,2.6,100,6,6,10,10,2,5,5,0,0,2,0,0,5,0,4,3,2,2,2,0,0,4,3,0,0,0,0,0,0,0,2,NA,NA,NA,west,Visual,0.765,0.611,0.765,0.412,2.706,4
728,3,Dut_Eng,Concept,wiel,noun,NA,het,Visual,3.667,0.273,2,1.667,3.667,2,1.658,1.732,2.32,2.49,1.322,NA,5.35,4.93,99.1,4,3,10,13,5,5,2,2,1,3,0,0,5,0,1,5,0,0,0,3,1,5,5,1,4,2,3,4,1,3,5,NA,NA,NA,wheel,Visual,2.471,0.453,1.588,2.471,4.529,5
735,3,Dut_Eng,Concept,zaad,noun,NA,het,Haptic,3.222,0.509,0.111,3.222,2.778,0.333,1.716,2.224,2.33,2.44,1.505,NA,7.32,4.73,100,4,3,8,25,0,5,5,0,2,3,0,2,5,0,3,0,0,5,0,1,5,5,0,0,0,0,3,4,0,4,3,NA,NA,NA,seed,Visual,2.941,0.306,0.647,2.941,4.118,4
743,1,Dut_Eng,Concept,zeer,noun,NA,het,Haptic,3.571,0.155,2.429,3.571,2.286,1.718,1.813,1.704,3.5,3.82,2.703,NA,5.46,1.6,100,4,4,19,21,4,5,4,3,4,2,4,3,1,3,3,4,0,0,0,3,5,4,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,hurt,Visual,3.118,0.321,2.471,3.118,3.529,4
747,1,Dut_Eng,Concept,zicht,noun,NA,het,Visual,4.571,0.471,1.571,1.143,4.571,1.618,1.464,1.134,2.91,3.01,1.398,NA,7.71,3.27,100,5,4,11,17,4,3,5,2,2,2,0,0,5,0,0,5,0,0,5,2,0,5,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,sight,Visual,0.798,0.798,0.471,0.412,5,5
4,4,Dut_Eng,Property,aards,adj,aardse,NA,Visual,2,0.143,1.333,1.333,2,2.16,1.751,1.265,1.53,1.71,1.431,2.18,9.5,2.07,100,5,4,6,4,NA,NA,NA,NA,NA,NA,5,3,2,0,0,1,NA,NA,NA,0,1,3,0,4,3,NA,NA,NA,0,0,0,3,0,3,earthy,Visual,3.429,0.215,1.048,3.429,3.952,6
5,4,Dut_Eng,Property,absorberend,adj,absorberende,NA,Visual,2.222,0.268,1.333,1,2.222,1.225,1,1.563,0.3,0.3,NA,0.9,NA,NA,NA,11,NA,1,1,NA,NA,NA,2,3,2,3,1,1,1,2,3,2,0,4,0,1,4,0,0,1,1,1,1,0,1,0,3,0,4,absorbent,Visual,3.143,0.41,0.714,3.143,4.143,9
17,4,Dut_Eng,Property,amber,adj,ambere,NA,Visual,2.714,0.419,0.857,0.857,2.714,1.215,1.864,2.36,1.97,2.55,0,NA,12.66,4.18,95.4,5,5,1,1,NA,NA,NA,NA,NA,NA,3,5,1,0,0,0,NA,NA,NA,0,0,3,0,0,5,1,1,5,2,0,0,0,0,5,amber,Visual,0.659,0.659,0.143,0.524,4.476,5
32,4,Dut_Eng,Property,barstend,adj,barstende,NA,Visual,2.778,0.108,2.444,2,2.778,1.74,1.225,1.302,0.3,0.3,NA,1.57,NA,NA,NA,8,NA,2,2,NA,NA,NA,2,1,2,1,1,3,1,1,2,4,3,4,1,3,3,2,3,4,5,1,3,1,1,0,5,4,4,bursting,Visual,3.238,0.261,2.762,3.238,4.238,8
38,6,Dut_Eng,Property,behaard,adj,behaarde,NA,Visual,4.4,0.442,0.6,3.6,4.4,1.342,1.673,0.894,1.45,1.52,0.699,1.58,8.94,4.07,100,7,6,6,3,0,5,5,0,1,4,3,5,5,0,4,5,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hairy,Visual,4.429,0.452,0.19,4.429,4.476,5
41,4,Dut_Eng,Property,beige,adj,beige,NA,Visual,3.667,0.542,0.778,0.889,3.667,1.394,1.691,1.581,1.76,1.88,0.699,1.76,8.37,4.6,97.9,5,4,1,1,NA,NA,NA,0,2,4,4,5,4,0,0,4,0,0,3,0,0,3,0,0,5,1,1,5,2,0,0,0,0,5,beige,Visual,0.921,0.921,0.095,0.095,4.476,5
47,6,Dut_Eng,Property,beschimmeld,adj,beschimmelde,NA,Visual,4,0.5,1,1,4,2.236,1.732,1.732,1.26,1.26,0,1.2,8.33,3.47,100,11,NA,0,0,0,0,5,0,0,4,5,4,5,0,1,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mouldy,Visual,1.81,0.341,0.048,1.81,4.381,6
50,6,Dut_Eng,Property,betoverend,adj,betoverende,NA,Visual,2.2,0.261,1.4,1,2.2,2.191,1.414,1.483,2.06,2.14,NA,1.72,8,2.27,100,10,10,2,1,0,0,0,0,0,2,5,3,3,2,2,4,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glamorous,Visual,1.714,0.47,1.714,1.571,4.667,9
53,6,Dut_Eng,Property,bevriezend,adj,bevriezende,NA,Haptic,2.8,0.379,0.6,2.8,2.4,0.894,2.588,1.817,0.3,0.3,NA,NA,NA,NA,NA,10,NA,1,1,0,5,2,0,0,3,2,4,5,1,5,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,freezing,Haptic,4.762,0.343,0.667,4.762,3.952,8
55,4,Dut_Eng,Property,bewolkt,adj,bewolkte,NA,Visual,4.2,0.531,1.4,0.8,4.2,1.776,0.919,0.789,1.79,1.84,0,1.18,6.67,4.27,100,7,7,1,1,0,2,4,3,2,4,5,2,5,2,0,3,0,0,4,0,0,4,0,0,5,1,1,5,3,1,3,0,0,5,cloudy,Visual,0.814,0.814,0.143,0.286,4.714,6
58,5,Dut_Eng,Property,blaffend,adj,blaffende,NA,Auditory,4.875,0.471,4.875,0.75,3.125,0.354,1.753,1.246,0.85,0.85,NA,1.34,NA,NA,NA,8,NA,2,2,5,0,3,5,0,2,5,0,2,5,0,5,5,5,5,5,0,3,5,0,3,4,1,2,NA,NA,NA,NA,NA,NA,barking,Auditory,5,0.51,5,0.476,3.381,7
59,4,Dut_Eng,Property,blauw,adj,blauwe,NA,Visual,3.444,0.683,0.778,0.333,3.444,1.394,0.707,1.878,3.01,3.16,2.124,3.14,4.14,4.53,100,5,3,4,9,NA,NA,NA,0,0,0,4,2,4,2,0,5,0,0,3,0,0,3,0,0,5,1,1,5,0,0,1,0,0,5,blue,Visual,0.8,0.8,0.762,0.238,4.762,4
60,6,Dut_Eng,Property,bleek,adj,bleke,NA,Visual,4.2,0.621,1,0.6,4.2,2.236,1.342,0.837,2.95,3.02,1.532,1.92,6.15,3.93,100,5,4,4,8,0,0,3,0,0,4,5,3,5,0,0,5,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pale,Visual,0.823,0.823,0.238,0.286,4.952,4
61,6,Dut_Eng,Property,blij,adj,blije,NA,Visual,4.4,0.196,3.4,2.4,4.4,1.949,2.302,0.548,3.72,4.08,2.017,2.06,4.34,2.27,100,4,3,7,12,4,5,4,4,0,5,5,3,4,4,4,4,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,happy,Visual,3.619,0.275,3.619,1.238,4.333,5
64,5,Dut_Eng,Property,blinkend,adj,blinkende,NA,Visual,4.5,0.528,1,1.125,4.5,1.773,1.808,0.756,1.18,1.18,NA,1.4,7.89,3.8,100,8,NA,2,2,0,0,5,2,2,4,0,0,4,0,0,3,5,5,5,0,0,5,0,0,5,1,2,5,NA,NA,NA,NA,NA,NA,shiny,Visual,1.857,0.701,0.095,1.857,4.952,5
65,4,Dut_Eng,Property,bloedig,adj,bloedige,NA,Visual,3.2,0.355,1,2,3.2,1.563,2,1.317,1.32,1.32,0.903,1.85,8.39,3.6,100,7,6,2,3,0,5,4,0,0,2,5,4,2,0,1,3,0,0,3,0,4,3,1,1,4,1,4,5,2,1,1,1,0,5,bloody,Visual,1.857,0.414,0.7,1.857,4.714,6
66,6,Dut_Eng,Property,bloemrijk,adj,bloemrijke,NA,Visual,4,0.4,1.333,1.333,4,2.309,2.309,1,0.7,0.7,0.301,0.6,10.35,3.43,94.4,9,NA,0,0,0,0,5,NA,NA,NA,4,4,3,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flowery,Visual,1.857,0.412,0,1.857,4.429,7
67,4,Dut_Eng,Property,blond,adj,blonde,NA,Visual,4.1,0.679,0.5,0.7,4.1,0.707,1.059,1.37,2.61,2.72,1.477,2.55,5.71,4.4,100,5,5,4,4,0,2,4,2,0,3,1,1,5,0,0,5,0,0,5,0,0,3,0,0,5,1,1,5,1,3,1,0,0,5,blonde,Visual,0.909,0.909,0.19,0.048,4.81,6
71,6,Dut_Eng,Property,bolvormig,adj,bolvormige,NA,Visual,4.2,0.487,0.6,2.6,4.2,1.342,1.949,0.837,0.7,0.7,0.301,0.48,9.28,3.67,100,9,NA,0,0,0,5,5,0,0,4,3,2,3,0,4,5,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,globular,Visual,3.167,0.428,0.778,3.167,4.444,8
72,4,Dut_Eng,Property,bonzend,adj,bonzende,NA,Auditory,4,0.322,4,3.143,1.286,1.291,1.069,1.38,0.3,0.3,NA,0.6,NA,NA,NA,7,NA,1,1,5,4,1,NA,NA,NA,NA,NA,NA,5,5,0,5,2,3,3,3,0,NA,NA,NA,3,2,3,2,3,0,5,3,2,thudding,Auditory,4.571,0.463,4.571,2.238,2.857,8
74,6,Dut_Eng,Property,borstelig,adj,borstelige,NA,Haptic,4,0.343,1,4,3.75,1.414,2,1.5,0.48,0.7,0.301,0.78,9.65,3.6,85,9,NA,0,0,0,5,5,NA,NA,NA,3,5,5,1,5,3,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bristly,Haptic,4.65,0.366,1.95,4.65,4.3,7
76,4,Dut_Eng,Property,botsend,adj,botsende,NA,Auditory,2.5,0.073,2.5,2,2.375,1.852,1.604,1.768,NA,NA,NA,0.6,NA,NA,NA,7,NA,1,1,NA,NA,NA,2,3,2,5,5,2,2,1,1,NA,NA,NA,3,2,4,4,0,4,4,1,1,0,1,0,0,3,5,crashing,Visual,4.571,0.403,4.571,1.238,4.619,8
79,6,Dut_Eng,Property,brak,adj,brakke,NA,Visual,3.2,0.2,2,1.8,3.2,2.121,2.168,1.095,2.9,2.97,0.301,0.48,10.95,3.42,83.6,4,4,7,12,0,3,3,0,0,2,5,5,5,2,1,3,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brackish,Haptic,3,0.15,1.5,3,2,8
80,"4, 5",Dut_Eng,Property,breed,adj,brede,NA,Visual,4.75,0.449,0.875,3,4.75,1.808,1.69,0.463,2.34,2.44,2.117,2.07,6.46,3.07,100,5,4,4,15,0,3,5,2,2,4,0,3,5,0,0,4,5,5,5,0,2,5,0,5,5,0,4,5,NA,NA,NA,NA,NA,NA,wide,Visual,3.667,0.497,0.476,3.667,4.81,4
81,4,Dut_Eng,Property,breekbaar,adj,breekbare,NA,Visual,2.7,0.162,1.6,2.5,2.7,1.713,1.581,1.703,1.9,1.93,0.477,1.23,7.96,3.13,100,9,7,0,1,1,4,4,3,3,3,3,5,2,4,3,3,0,0,0,0,2,2,4,2,5,1,3,4,0,3,0,0,0,4,breakable,Visual,4.238,0.388,2.095,4.238,4.286,9
83,4,Dut_Eng,Property,briesend,adj,briesende,NA,Auditory,2.778,0.075,2.778,2.444,2.222,1.787,1.878,1.787,0.3,0.3,NA,0.48,NA,NA,NA,8,NA,0,0,NA,NA,NA,4,3,4,4,2,2,2,0,0,4,5,4,3,4,1,3,1,4,5,1,1,0,1,0,0,5,4,snorting,Auditory,4.65,0.515,4.65,0.3,2.8,8
84,4,Dut_Eng,Property,briljant,adj,briljante,NA,Visual,1.889,0.25,1.222,0.889,1.889,1.641,1.537,1.9,2.85,2.97,1.079,2.49,9.73,1.93,100,8,8,1,1,NA,NA,NA,1,0,1,2,4,3,2,0,0,5,0,5,0,0,4,0,0,0,1,1,1,0,0,0,0,3,3,brilliant,Visual,3,0.135,3,2.19,3.952,9
85,4,Dut_Eng,Property,brommend,adj,brommende,NA,Auditory,3,0.288,3,1.3,1.6,1.944,2.003,1.43,NA,NA,NA,NA,NA,NA,NA,8,NA,1,1,0,5,4,2,0,2,5,1,1,3,0,0,5,0,2,3,0,3,5,0,0,5,1,1,1,1,3,1,5,0,snarling,Auditory,4.381,0.538,4.381,0.238,3.524,8
86,4,Dut_Eng,Property,bronzen,adj,bronzen,NA,Visual,2.778,0.767,0.222,0.333,2.778,0.441,0.707,2.224,1.61,1.71,0.903,1.61,9.22,3.73,100,7,7,2,2,NA,NA,NA,0,0,0,1,2,3,0,0,0,0,0,3,0,0,4,0,0,5,1,1,5,0,0,0,0,0,5,bronze,Visual,0.81,0.677,0.143,0.81,4.333,6
87,6,Dut_Eng,Property,broos,adj,broze,NA,Haptic,3.25,0.3,1,3.25,3.25,1.414,2.363,1.708,1.6,1.6,0.954,1.26,11.71,3.27,97.8,5,4,6,10,0,3,3,NA,NA,NA,3,5,5,1,5,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brittle,Haptic,3.952,0.418,1.524,3.952,3.429,7
88,4,Dut_Eng,Property,bruin,adj,bruine,NA,Visual,3.444,0.619,0.667,0.556,3.444,0.866,1.014,1.74,2.68,2.78,1.613,2.65,4.37,3.8,100,5,4,3,4,NA,NA,NA,2,3,3,1,1,2,0,0,5,0,0,3,0,0,3,0,0,5,1,1,5,2,0,0,0,0,5,brown,Visual,0.829,0.829,0.095,0.19,4.714,5
89,4,Dut_Eng,Property,bruinharig,adj,bruinharige,NA,Visual,4.6,0.403,1.5,1.6,4.6,1.9,2.066,0.966,NA,NA,0,NA,NA,NA,NA,10,NA,0,0,0,2,5,3,5,5,5,5,2,0,0,5,0,0,5,4,0,4,0,0,5,1,1,5,2,3,5,0,0,5,brunette,Visual,0.98,0.98,0.1,0,4.8,8
95,4,Dut_Eng,Property,circulair,adj,circulaire,NA,Auditory,2,0.061,2,1.667,1.833,2.28,1.966,1.941,0.48,0.48,0,0.6,12.12,2.67,94.4,9,NA,0,0,NA,NA,NA,3,1,3,4,3,2,0,0,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,5,0,1,circular,Visual,3.857,0.538,0.143,3.857,4.762,8
96,4,Dut_Eng,Property,compact,adj,compacte,NA,Visual,3.111,0.375,1.111,1.111,3.111,1.269,1.364,1.364,1.52,1.54,0.602,1.43,10.83,2.6,100,7,7,1,1,NA,NA,NA,1,1,2,3,1,2,0,0,3,0,0,5,0,2,3,0,4,4,1,2,3,2,0,1,3,0,5,compact,Visual,2.905,0.53,0.476,2.905,4.762,7
101,4,Dut_Eng,Property,conisch,adj,conische,NA,Visual,2.4,0.318,1,1,2.4,1.732,1.732,2.302,NA,NA,0,NA,13.1,4,55.6,7,NA,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,0,1,3,4,0,5,conical,Visual,4.077,0.521,0.154,4.077,4.692,7
110,5,Dut_Eng,Property,deftig,adj,deftige,NA,Visual,4.25,0.403,3.25,0.875,4.25,1.581,1.458,0.707,1.91,1.95,1.176,1.65,8.46,2.4,100,6,6,3,2,0,0,5,4,2,5,3,0,3,4,0,4,4,4,4,4,0,4,5,0,5,2,1,4,NA,NA,NA,NA,NA,NA,portly,Visual,2.25,0.44,0.333,2.25,4,6
118,4,Dut_Eng,Property,diep,adj,diepe,NA,Visual,3.5,0.253,1.6,2.4,3.5,1.713,1.955,1.434,3.33,3.48,2.446,2.69,5.28,3.07,99.6,4,3,10,15,0,4,3,2,4,4,5,1,4,1,0,3,4,5,4,0,2,4,1,1,3,1,5,5,2,2,0,0,0,5,deep,Visual,3.619,0.383,2.095,3.619,4.429,4
120,4,Dut_Eng,Property,dik,adj,dikke,NA,Visual,3.778,0.343,1.222,2.444,3.778,1.481,1.333,1.093,3.12,3.27,2.199,3.12,5.46,4.2,100,3,3,24,26,NA,NA,NA,3,4,3,2,3,3,0,2,3,1,2,5,0,3,4,0,3,5,1,4,4,0,1,2,4,0,5,fat,Visual,3.762,0.376,0.381,3.762,4.619,3
122,4,Dut_Eng,Property,dof,adj,doffe,NA,Visual,2.667,0.278,2.333,1,2.667,1.936,1.323,2.121,1.36,1.45,1.322,1.34,8.15,3.2,100,3,3,19,23,NA,NA,NA,3,2,3,4,1,5,2,0,0,5,0,4,3,0,0,0,0,3,4,1,4,0,1,0,0,4,5,dull,Visual,2.333,0.386,2.333,0.571,4.286,4
124,4,Dut_Eng,Property,donderend,adj,donderende,NA,Auditory,3.333,0.359,3.333,1.222,1.333,1.871,1.787,1.118,0.6,0.6,NA,0.85,NA,NA,NA,9,NA,2,2,NA,NA,NA,5,2,2,2,3,2,2,0,2,5,0,3,4,0,2,5,0,0,5,1,1,2,0,0,0,5,0,thunderous,Auditory,4.524,0.537,4.524,0.381,3.143,10
125,4,Dut_Eng,Property,donker,adj,donkere,NA,Visual,3.333,0.634,0.444,0.778,3.333,0.726,1.641,2.062,3.28,3.45,2.326,2.88,4.34,4,100,6,6,4,3,NA,NA,NA,2,0,1,1,5,1,0,0,5,0,0,4,0,0,4,0,0,5,1,1,5,0,1,0,0,0,5,dark,Visual,0.714,0.701,0.714,0.19,4.429,4
