id,file,normed,cat,word,wordcat,inflected_prop,conc_cat,main,Perceptualstrength,Exclusivity,Auditory,Haptic,Visual,SD_Auditory,SD_Haptic,SD_Visual,freq_lg10CD_SUBTLEXNL,freq_lg10WF_SUBTLEXNL,freq_CELEX_lem,inflected_adj_freq_lg10CD_SUBTLEXNL,AoA_Brysbaertetal2014,concrete_Brysbaertetal2014,known_Brysbaertetal2014,letters,phonemes_DUTCHPOND,orth_neighbours_DUTCHPOND,phon_neighbours_DUTCHPOND,a1,h1,v1,a2,h2,v2,a3,h3,v3,a4,h4,v4,a5,h5,v5,a6,h6,v6,a7,h7,v7,a8,h8,v8,a9,h9,v9,a10,h10,v10,English_Word_Lynott_Connell_2009_2013,English_Main_Lynott_Connell_2009_2013,English_Perceptualstrength_Lynott_Connell_2009_2013,English_Exclusivity_Lynott_Connell_2009_2013,English_Auditory_Lynott_Connell_2009_2013,English_Haptic_Lynott_Connell_2009_2013,English_Visual_Lynott_Connell_2009_2013,English_Letters_Lynott_Connell_2009_2013
78,3,Dut_Eng,Concept,bouwer,noun,NA,de,Visual,4,0.397,2.556,1,4,1.81,2,1.118,1.28,1.34,0.477,NA,7.05,3.53,100,6,4,2,2,0,0,5,2,0,3,0,0,5,4,4,2,5,0,5,4,0,5,4,0,4,2,5,4,2,0,3,NA,NA,NA,builder,Visual,3.765,0.38,3.765,1.235,4.294,7
82,3,Dut_Eng,Concept,breuk,noun,NA,de,Haptic,2.556,0.218,1.222,2.556,2.333,0.833,1.878,1.732,2.26,2.38,1.176,NA,7.91,3.93,100,5,4,3,8,2,3,5,2,2,3,0,5,0,2,1,2,0,0,0,1,4,3,1,0,1,2,4,3,1,4,4,NA,NA,NA,break,Visual,2.875,0.255,2.875,2.5,3.063,5
91,2,Dut_Eng,Concept,capaciteit,noun,NA,de,Visual,1.889,0.143,1.222,1.556,1.889,1.922,1.74,1.965,1.97,2.05,1.279,NA,11.59,1.87,100,10,9,0,0,3,4,5,0,0,0,0,4,2,3,3,3,0,0,0,5,1,3,0,0,4,0,2,0,0,0,0,NA,NA,NA,capacity,Visual,2.813,0.374,1.438,2.813,3.941,8
92,2,Dut_Eng,Concept,carrière,noun,NA,de,Visual,2.889,0.255,1.889,1.333,2.889,1.965,1.871,1.269,3.02,3.17,NA,NA,10.67,2.07,100,8,NA,0,0,4,3,4,5,0,3,1,5,3,0,1,4,2,0,3,4,3,4,0,0,0,1,0,2,0,0,3,NA,NA,NA,career,Visual,2.118,0.39,2.118,0.882,3.118,6
99,2,Dut_Eng,Concept,concurrentie,noun,NA,de,Visual,3.111,0.185,2.333,1.778,3.111,2.062,2.108,1.965,2.34,2.4,1.255,NA,10.33,2.07,100,12,12,0,0,5,5,5,0,0,0,4,5,3,2,2,3,3,3,3,5,1,5,0,0,5,0,0,0,2,0,4,NA,NA,NA,competition,Visual,2.588,0.369,2.588,0.882,3.529,11
100,3,Dut_Eng,Concept,conditie,noun,NA,de,Visual,2.667,0.148,1.667,2.444,2.667,1.581,2.297,1.803,2.45,2.51,1.342,NA,9.94,2.2,100,8,8,1,1,2,5,5,2,1,2,0,5,0,4,4,2,4,0,4,2,5,3,0,0,0,1,2,4,0,0,4,NA,NA,NA,condition,Visual,2.706,0.237,2.647,2.706,3.588,9
102,2,Dut_Eng,Concept,consequentie,noun,NA,de,Visual,3.333,0.188,2.444,1.889,3.333,2.186,2.369,1.936,1.2,1.3,1.623,NA,11.67,1.53,100,12,NA,1,1,5,5,5,0,0,0,2,5,5,2,5,3,0,0,2,5,1,5,3,0,5,0,1,4,5,0,1,NA,NA,NA,consequence,Visual,2.706,0.308,2.706,1.471,3.588,11
105,3,Dut_Eng,Concept,crisis,noun,NA,de,Visual,2.333,0.132,2,1.556,2.333,1.803,2.068,1.732,2.61,2.72,1.602,NA,10.71,1.93,100,6,6,0,1,5,5,5,2,1,3,0,5,0,2,2,3,0,0,0,4,0,4,0,0,1,3,1,2,2,0,3,NA,NA,NA,crisis,Visual,3.824,0.406,3.824,1.412,4.176,6
107,1,Dut_Eng,Concept,dame,noun,NA,de,Visual,4.571,0.183,2.714,2.857,4.571,1.704,2.116,0.535,3.3,3.56,1.949,NA,6.65,4,100,4,4,3,3,3,4,4,5,5,5,1,5,5,3,1,4,0,0,5,3,1,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,lady,Visual,3.941,0.271,3.941,3.471,4.706,4
108,2,Dut_Eng,Concept,dans,noun,NA,de,Visual,4.667,0.208,2.444,3.556,4.667,1.944,1.74,0.5,2.99,3.22,1.255,NA,5.51,4.2,100,4,4,10,10,5,5,4,0,3,5,5,5,5,3,4,5,2,5,5,4,2,4,2,3,5,0,5,4,1,0,5,NA,NA,NA,dance,Visual,2.176,0.503,2.176,2.176,4.647,5
112,1,Dut_Eng,Concept,deken,noun,NA,de,Haptic,4.571,0.284,1.571,4.571,4.429,1.618,0.787,0.787,2.6,2.79,1.623,NA,5.19,4.73,100,5,5,18,19,2,5,5,3,5,4,4,5,5,0,3,4,0,5,5,2,5,5,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,blanket,Haptic,4.235,0.39,0.353,4.235,4,7
113,2,Dut_Eng,Concept,democratie,noun,NA,de,Visual,2.556,0.236,2.444,1.111,2.556,2.404,1.965,1.878,2.43,2.59,1.672,NA,11.4,1.67,100,10,10,0,0,0,0,0,5,0,5,5,5,4,0,0,2,3,0,3,4,1,5,0,0,0,0,4,2,5,0,2,NA,NA,NA,democracy,Visual,2.294,0.527,2.294,0.176,2.824,9
114,3,Dut_Eng,Concept,depressie,noun,NA,de,Visual,3.222,0.359,1.111,1.556,3.222,1.537,2.068,1.856,2.22,2.36,1.079,NA,11.13,2.2,100,9,7,2,2,0,5,5,2,1,3,0,5,5,1,1,4,0,0,0,4,0,4,0,0,1,3,2,2,0,0,5,NA,NA,NA,depression,Visual,2.765,0.435,2.765,0.882,2.941,10
115,2,Dut_Eng,Concept,diameter,noun,NA,de,Visual,3.333,0.683,0.222,1,3.333,0.441,1.118,1.871,1.28,1.34,0.477,NA,10.65,3.6,94.4,8,8,0,0,0,2,5,0,0,0,0,0,3,0,2,3,0,0,5,1,1,5,0,3,5,0,1,1,1,0,3,NA,NA,NA,bore,Visual,1.882,0.309,1.882,0.647,2.118,4
116,3,Dut_Eng,Concept,dichter,noun,NA,de,Auditory,2.667,0.222,2.667,1.333,2,1.936,1.658,2.062,2.96,3.08,1.914,NA,8.17,2.87,100,7,6,6,6,5,5,5,3,1,2,0,0,0,1,2,0,4,0,0,5,2,4,0,0,0,3,2,4,3,0,3,NA,NA,NA,poet,Auditory,3.765,0.471,3.765,0.765,3.059,4
117,2,Dut_Eng,Concept,dichterbij,adv,NA,de,Visual,3.889,0.236,2,2.111,3.889,2.236,2.369,2.205,3.09,3.21,NA,NA,6.25,2.4,100,10,8,0,0,3,5,5,0,0,0,5,5,5,5,5,5,0,0,0,1,1,5,4,3,5,0,0,5,0,0,5,NA,NA,NA,closer,Visual,2.824,0.278,2.294,2.824,3.706,6
119,3,Dut_Eng,Concept,dik,noun,NA,de,Visual,4.556,0.529,0.556,2.444,4.556,0.882,1.81,0.726,3.12,3.27,2.199,NA,5.46,4.2,100,3,3,24,26,0,5,5,1,2,3,0,5,5,2,3,4,0,0,5,0,2,5,0,0,4,2,2,5,0,3,5,NA,NA,NA,thick,Visual,4.118,0.298,1,4.118,4.235,5
123,2,Dut_Eng,Concept,dokter,noun,NA,de,Visual,3.111,0.081,2.667,2.444,3.111,1.936,2.186,1.616,3.52,4.03,2.161,NA,4.87,3.6,99.8,6,6,1,3,4,5,4,0,0,0,5,5,5,5,4,5,1,0,2,1,1,3,4,4,4,1,0,2,3,3,3,NA,NA,NA,doctor,Visual,3,0.339,3,1.647,4.471,6
127,3,Dut_Eng,Concept,dood,noun,NA,de,Visual,4,0.324,1.556,2,4,2.068,2.121,1.323,3.85,4.64,2.587,NA,6.4,3.33,100,4,3,13,28,5,5,5,2,3,4,0,0,5,1,3,1,0,0,5,0,5,4,5,0,5,1,2,3,0,0,4,NA,NA,NA,death,Visual,2.471,0.368,2.471,1.706,3.647,5
135,3,Dut_Eng,Concept,drie,noun,NA,de,Visual,2.111,0.633,1.222,0,2.111,1.563,0,1.9,3.81,4.36,2.699,NA,3.41,3.2,100,4,3,1,1,0,0,0,2,0,3,0,0,0,2,0,3,0,0,0,0,0,5,4,0,4,3,0,3,0,0,1,NA,NA,NA,three,Visual,2.529,0.385,1.706,2.529,3.706,5
138,2,Dut_Eng,Concept,droom,noun,NA,de,Visual,3.556,0.239,2.111,1.778,3.556,1.965,2.108,1.509,3.26,3.53,1.82,NA,4.84,2.73,100,6,6,3,5,4,2,4,0,0,5,4,5,4,3,3,5,0,0,2,2,1,1,5,0,5,0,5,4,1,0,2,NA,NA,NA,dream,Visual,2.176,0.354,2.176,0.824,3.176,5
139,1,Dut_Eng,Concept,druk,noun,NA,de,Visual,3.571,0.269,2.286,1.571,3.571,2.138,1.718,1.397,3.65,3.96,2.19,NA,6.78,3,100,4,4,7,10,1,4,1,2,1,3,3,0,4,0,0,4,5,0,5,5,3,5,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,pressure,Visual,2.765,0.364,2.765,2.706,3.294,8
141,3,Dut_Eng,Concept,drukte,noun,NA,de,Visual,4.556,0.198,4.333,2.333,4.556,1,2.062,0.527,2.58,2.61,1.255,NA,8.28,3.13,100,6,6,4,4,5,5,5,3,2,4,5,5,5,5,4,4,5,0,5,5,3,5,3,0,5,5,2,4,3,0,4,NA,NA,NA,rush,Visual,2.353,0.383,2.353,1.647,3.765,4
142,2,Dut_Eng,Concept,duik,noun,NA,de,Haptic,3.333,0.105,2.444,3.333,2.667,1.944,1.803,2,2.48,2.58,0.301,NA,7.19,3.47,100,4,3,10,17,4,5,5,0,0,0,3,4,3,3,4,3,0,3,1,3,1,1,5,5,5,4,5,1,0,3,5,NA,NA,NA,dive,Visual,2,0.45,2,1.765,3.882,4
143,2,Dut_Eng,Concept,duim,noun,NA,de,Visual,4.333,0.415,0.556,4.222,4.333,1.333,1.302,1.323,2.53,2.67,1.477,NA,4.01,5,100,4,3,5,9,0,5,5,0,5,5,4,4,4,0,4,4,0,5,5,1,4,5,0,5,5,0,1,1,0,5,5,NA,NA,NA,inch,Visual,2.294,0.598,0.176,2.294,4,4
145,2,Dut_Eng,Concept,economie,noun,NA,de,Auditory,2.667,0.346,2.667,0.667,2.444,2.55,1.118,2.068,2.44,2.57,1.591,NA,10.78,1.53,100,8,7,0,1,4,0,2,5,0,5,5,2,4,0,3,1,0,0,0,5,1,5,0,0,0,0,0,4,5,0,1,NA,NA,NA,economy,Visual,1.882,0.442,1.882,0.471,2.118,7
146,1,Dut_Eng,Concept,eenheid,noun,NA,de,Visual,3.143,0.319,2.571,1,3.143,1.813,1.291,1.464,2.8,3.03,1.845,NA,9.28,1.67,100,7,5,0,0,4,2,4,4,3,3,4,0,4,3,2,4,0,0,0,0,0,3,3,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,unit,Visual,1.867,0.374,1.5,1.867,3.063,4
147,3,Dut_Eng,Concept,eeuw,noun,NA,de,Visual,1.111,0.909,0.111,0,1.111,0.333,0,1.833,2.91,3.04,2.36,NA,8.81,2.33,99.9,4,2,2,8,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,century,Visual,1.706,0.5,1.706,0.118,2.176,7
150,1,Dut_Eng,Concept,eigenaar,noun,NA,de,Visual,3.429,0.235,2.143,1.714,3.429,1.952,1.976,1.902,3.02,3.17,1.613,NA,8.17,2.93,100,8,6,1,1,5,5,5,4,3,2,2,0,5,3,1,4,0,0,0,1,0,5,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,owner,Visual,2.471,0.465,2.471,1.353,3.882,5
151,3,Dut_Eng,Concept,eigenschap,noun,NA,de,Visual,2.778,0.095,2.111,2.111,2.778,1.965,2.369,1.856,2.1,2.12,1.799,NA,9.35,2.07,94.4,10,8,0,0,5,5,5,1,0,3,0,5,0,4,3,4,0,0,0,4,5,3,2,0,5,3,1,2,0,0,3,NA,NA,NA,property,Visual,1.882,0.442,0.765,1.882,4.059,8
152,"1, 2",Dut_Eng,Concept,eis,noun,NA,de,Auditory,2.938,0.333,2.938,1,1.875,1.935,1.773,1.458,2.64,2.72,1.909,NA,8.59,1.8,100,3,2,13,12,5,2,2,3,5,3,4,0,3,4,1,4,0,0,0,0,0,1,4.5,0,2,NA,NA,NA,3,0,0,NA,NA,NA,requirement,Visual,2.695,0.417,2.695,0.7,2.744,11
155,2,Dut_Eng,Concept,emotie,noun,NA,de,Visual,4.222,0.14,3.333,2.778,4.222,1.871,2.279,1.093,2.35,2.45,1.663,NA,9.4,2.2,100,6,6,2,2,3,5,4,5,5,5,3,5,3,5,5,4,3,0,5,5,1,5,5,0,5,0,1,2,1,3,5,NA,NA,NA,emotion,Visual,2.882,0.271,2.882,2.412,3.647,7
158,2,Dut_Eng,Concept,entree,noun,NA,de,Visual,3,0.525,0.667,0.778,3,0.866,1.093,2.449,1.99,2.05,0.699,NA,8.78,3.13,100,6,5,0,0,1,1,5,0,0,0,1,2,5,2,3,5,0,0,0,2,1,2,0,0,5,0,0,0,0,0,5,NA,NA,NA,entrance,Visual,1.882,0.518,1,1.882,4.353,8
159,1,Dut_Eng,Concept,erkenning,noun,NA,de,Auditory,4,0.185,4,2.286,3,0.816,1.799,1.155,2.06,2.12,1.362,NA,11.35,2.13,100,9,7,2,1,4,2,4,3,4,3,5,5,4,4,1,4,5,0,2,4,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,recognition,Visual,3.938,0.151,3.938,2.625,4.235,11
161,2,Dut_Eng,Concept,expansie,noun,NA,de,Visual,3,0.25,1.5,1.5,3,1.69,1.852,2.268,1.04,1.26,0.778,NA,13.17,2.13,100,8,NA,0,0,4,3,5,0,0,0,3,4,4,2,4,4,0,0,1,3,1,5,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,expansion,Visual,2.813,0.378,1.706,2.813,3.941,9
162,2,Dut_Eng,Concept,extreem,adv,NA,de,Visual,3.222,0.143,2.444,2.111,3.222,2.068,2.315,1.986,2.52,2.59,1.279,NA,9.4,1.67,100,7,7,0,1,5,5,5,0,0,0,4,4,4,4,4,4,0,0,1,1,1,5,2,0,4,5,5,5,1,0,1,NA,NA,NA,extreme,Visual,2.235,0.166,2.235,1.941,3.412,7
163,2,Dut_Eng,Concept,fabriek,noun,NA,de,Visual,3.667,0.413,2.556,0.778,3.667,2.068,0.972,1.732,2.66,2.96,1.644,NA,7.28,4.67,100,7,6,0,0,3,0,5,0,0,0,4,1,4,4,1,4,0,0,5,1,1,3,5,3,5,1,0,2,5,1,5,NA,NA,NA,factory,Visual,3.176,0.311,3.176,1.471,4.588,7
164,1,Dut_Eng,Concept,factor,noun,NA,de,Visual,1.714,0.091,1.714,1.286,1.714,1.496,1.113,1.38,2.1,2.14,1.973,NA,11.28,1.73,100,6,6,0,1,2,2,3,3,3,2,4,2,3,1,1,1,0,0,0,0,0,0,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,factor,Visual,1.313,0.46,1.313,0.313,1.875,6
166,1,Dutch,Concept,felicitatie,noun,NA,de,Auditory,3.714,0.278,3.714,1.571,2.429,1.38,1.988,1.902,1.2,1.2,0,NA,8.95,2.67,100,11,NA,1,1,4,4,4,3,4,1,4,0,5,5,0,4,5,0,0,1,3,2,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,congratulation,NA, ,NA,NA,NA,NA,14
167,3,Dut_Eng,Concept,filosofie,noun,NA,de,Auditory,1.375,0.185,1.375,1.25,0.75,1.598,2.053,1.035,2.42,2.55,1.653,NA,12.06,1.2,94.4,9,8,0,2,0,5,0,2,0,2,0,0,0,2,1,0,0,4,0,3,0,2,0,0,0,4,0,2,NA,NA,NA,NA,NA,NA,philosophy,Auditory,3.412,0.637,3.412,0.235,1.647,10
168,2,Dut_Eng,Concept,financiën,noun,NA,de,Visual,3,0.388,1.556,0.889,3,2.128,1.537,1.871,2.23,2.36,NA,NA,11.3,2,100,9,NA,0,0,4,0,4,0,0,0,4,4,4,1,0,3,0,0,5,5,3,5,0,0,3,0,1,3,0,0,0,NA,NA,NA,finance,Visual,1.176,0.485,1.176,1.176,2.941,7
169,1,Dut_Eng,Concept,firma,noun,NA,de,Visual,2.857,0.125,2,2,2.857,2,2,1.574,2.32,2.59,1.477,NA,9.68,3.33,96.2,5,5,0,0,3,4,4,3,4,1,5,0,3,3,2,4,0,0,5,0,0,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,firm,Haptic,4.059,0.419,1.176,4.059,3.118,4
176,2,Dut_Eng,Concept,formatie,noun,NA,de,Visual,2.625,0.378,1.125,0.875,2.625,1.553,1.356,1.506,2.04,2.18,0.903,NA,11.67,2.13,100,8,8,0,0,1,4,5,0,0,0,3,1,2,1,1,3,0,0,2,4,1,3,0,0,4,NA,NA,NA,0,0,2,NA,NA,NA,formation,Visual,1.588,0.483,0.882,1.588,3.765,9
178,3,Dut_Eng,Concept,fout,noun,NA,de,Visual,2.667,0.1,2,2,2.667,2.062,2,2.179,3.58,3.86,1.857,NA,5.16,2.2,100,4,3,7,18,0,3,0,2,1,2,0,5,0,4,4,5,0,0,0,4,4,4,5,0,5,3,1,4,0,0,4,NA,NA,NA,wrong,Visual,2.647,0.2,2.647,1.235,2.765,5
180,2,Dut_Eng,Concept,functie,noun,NA,de,Visual,2.556,0.148,1.778,1.667,2.556,1.787,2.062,1.878,2.58,2.65,2.199,NA,10.17,1.73,100,7,6,1,1,3,3,3,5,0,3,3,5,3,1,4,3,0,0,0,3,3,5,0,0,5,0,0,0,1,0,1,NA,NA,NA,function,Visual,2,0.299,2,1.529,3.118,8
190,3,Dut_Eng,Concept,geest,noun,NA,de,Haptic,1.333,0.241,1.333,1.333,0.556,1.658,2.121,1.13,3.28,3.62,2.297,NA,7.52,1.87,100,5,4,9,9,0,5,0,2,1,3,0,5,0,0,0,2,4,0,0,1,1,0,1,0,0,4,0,0,0,0,0,NA,NA,NA,spirit,Visual,1.529,0.349,1.529,0.765,2,6
193,1,Dut_Eng,Concept,gelegenheid,noun,NA,de,Visual,2.857,0.5,0.714,0.714,2.857,0.951,1.113,1.676,2.75,2.81,2.021,NA,9.72,2.07,100,11,10,1,1,1,1,2,2,1,4,0,0,3,0,3,4,0,0,0,2,0,5,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,opportunity,Visual,3.588,0.367,3.588,1.706,4.235,11
198,3,Dut_Eng,Concept,genezing,noun,NA,de,Visual,2.889,0.139,1.889,2.444,2.889,1.691,1.878,1.691,2.21,2.29,1.23,NA,7.72,2.4,100,8,7,0,0,5,5,5,1,1,3,0,0,0,3,2,1,3,3,3,1,5,4,3,0,3,1,3,2,0,3,5,NA,NA,NA,cure,Visual,1.941,0.316,1.059,1.941,2.941,4
220,2,Dut_Eng,Concept,gezondheid,noun,NA,de,Visual,3,0.1,2.222,2.556,3,1.856,2.506,1.414,2.93,3.04,1.644,NA,7.59,2.13,100,10,9,1,1,2,5,3,5,0,3,2,5,4,2,5,3,0,0,2,5,3,3,3,5,4,0,0,0,1,0,5,NA,NA,NA,health,Visual,2.313,0.32,1.588,2.313,3.647,6
235,3,Dut_Eng,Concept,god,noun,NA,de,Visual,1.444,0.114,1,1.444,1.444,1.732,2.128,2.242,3.73,4.39,2.55,NA,5.71,1.73,100,3,3,9,27,5,5,5,2,1,3,0,5,0,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,god,Auditory,1.824,0.333,1.824,0.412,1.176,3
239,3,Dut_Eng,Concept,grafiek,noun,NA,de,Visual,4.444,0.5,1.111,1.111,4.444,1.833,1.833,0.882,1.53,1.64,0.477,NA,10.89,4.07,100,7,6,0,1,3,5,5,0,0,3,0,0,5,2,2,3,0,0,5,0,0,5,5,3,5,0,0,4,0,0,5,NA,NA,NA,chart,Visual,0.765,0.736,0.529,0.765,3.765,5
242,2,Dut_Eng,Concept,grens,noun,NA,de,Visual,4.111,0.288,1.778,2.222,4.111,1.856,2.224,1.167,2.95,3.22,2.045,NA,7.36,3,100,5,5,1,2,1,4,5,5,5,5,4,5,3,2,4,3,0,0,2,1,1,5,0,0,5,0,1,5,3,0,4,NA,NA,NA,border,Visual,1.875,0.58,0.375,1.875,3.688,6
250,3,Dut_Eng,Concept,haat,noun,NA,de,Visual,3.333,0.107,2.444,2.556,3.333,1.81,2.068,1.414,3.52,3.82,1.568,NA,7.6,1.67,100,4,3,17,36,5,5,5,2,1,3,0,5,5,1,2,1,4,2,5,4,5,3,0,0,2,3,3,3,3,0,3,NA,NA,NA,hate,Auditory,3.059,0.309,3.059,1.059,2.941,4
252,3,Dut_Eng,Concept,harmonie,noun,NA,de,Visual,2.889,0.246,2.111,1.333,2.889,2.315,1.732,1.833,2.28,2.36,1.342,NA,10.17,1.87,100,8,7,0,0,2,3,5,0,1,3,0,0,0,0,1,0,5,0,5,2,5,3,0,0,3,5,2,3,5,0,4,NA,NA,NA,harmony,Auditory,4.412,0.343,4.412,1.412,2.941,7
257,3,Dut_Eng,Concept,hel,noun,NA,de,Haptic,1.333,0.185,0.778,1.333,0.889,1.716,2.121,1.833,3.31,3.57,1.431,NA,6.9,2.2,100,3,3,32,28,5,5,5,2,1,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,hell,Auditory,2.471,0.392,2.471,1.059,1.235,4
259,2,Dut_Eng,Concept,hemel,noun,NA,de,Visual,3.444,0.423,1.333,1,3.444,2.062,1.803,1.878,3.42,3.71,2.009,NA,6.09,2.6,100,5,5,4,5,0,0,5,0,0,5,4,5,3,0,3,4,0,0,5,5,1,5,0,0,3,0,0,1,3,0,0,NA,NA,NA,heaven,Auditory,1.765,0.211,1.765,0.882,1.529,6
260,1,Dut_Eng,Concept,herinnering,noun,NA,de,Auditory,2.571,0.25,2.571,1.143,2,1.512,2.035,1.826,2.8,2.91,1.978,NA,7.94,1.87,100,11,9,0,0,3,5,3,3,3,3,2,0,1,3,0,2,0,0,0,5,0,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,recall,Visual,2.941,0.137,2.941,1.765,3.118,6
261,2,Dut_Eng,Concept,hinder,noun,NA,de,Visual,2.778,0.182,1.667,1.667,2.778,1.936,2.062,1.986,1.18,1.2,0.778,NA,9.03,2.6,100,6,NA,4,4,5,4,5,0,0,0,0,5,3,3,4,2,2,0,0,1,1,5,4,0,5,0,1,2,0,0,3,NA,NA,NA,bother,Visual,1.882,0.336,1.882,1.059,2.588,6
264,2,Dut_Eng,Concept,hoed,noun,NA,de,Visual,4.667,0.468,0.556,3.556,4.667,0.882,1.424,0.707,2.95,3.2,1.613,NA,5.39,4.93,100,4,3,11,31,0,4,5,0,3,5,1,4,4,2,5,5,0,5,5,2,2,3,0,3,5,0,1,5,0,5,5,NA,NA,NA,hat,Visual,3.294,0.517,0.353,3.294,4.588,3
266,1,Dut_Eng,Concept,hoeveelheid,noun,NA,de,Visual,3.429,0.3,1.286,2.429,3.429,1.704,1.902,2.07,2.5,2.58,1.898,NA,8.3,1.93,100,11,8,0,0,4,5,5,2,3,1,0,4,5,3,3,4,0,0,5,0,0,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,quantity,Visual,3,0.399,2,3,4.412,8
273,3,Dut_Eng,Concept,hulp,noun,NA,de,Visual,2.889,0.041,2.667,2.556,2.889,1.225,2.128,1.364,3.7,4.02,2.065,NA,6.2,2.47,100,4,4,7,8,3,0,5,2,0,3,0,5,0,3,4,2,4,4,4,3,5,3,4,2,3,2,3,3,3,0,3,NA,NA,NA,help,Auditory,3.765,0.372,3.765,2.412,3.647,4
274,1,Dut_Eng,Concept,huur,noun,NA,de,Visual,2.571,0.324,1.286,1,2.571,1.38,1.414,1.902,2.95,3.1,1.146,NA,8.96,2.8,100,4,3,9,14,2,3,3,3,3,3,3,0,5,1,0,4,0,0,0,0,0,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,rent,Visual,1.765,0.5,1.765,1.176,2.941,4
280,2,Dut_Eng,Concept,indruk,noun,NA,de,Visual,3.556,0.148,3.222,2.222,3.556,1.394,2.333,2.128,3.23,3.35,2.19,NA,8.55,1.33,100,6,6,0,0,4,2,5,3,0,3,3,5,5,4,5,4,3,0,0,4,3,5,5,0,5,0,5,0,3,0,5,NA,NA,NA,impression,Visual,2.588,0.29,2.588,1,3.706,10
281,3,Dut_Eng,Concept,informatie,noun,NA,de,Visual,4.444,0.287,3.556,1.667,4.444,2.128,1.871,1.014,3.38,3.66,2.037,NA,8.11,2.2,100,10,10,1,0,5,1,5,3,1,2,0,0,5,5,4,5,5,5,5,5,0,5,5,3,5,4,1,4,0,0,4,NA,NA,NA,information,Auditory,4.529,0.272,4.529,1.882,4.294,11
282,3,Dut_Eng,Concept,inhoud,noun,NA,de,Visual,4,0.371,1.111,2.667,4,1.167,1.581,0.866,2.47,2.53,1.929,NA,9.09,2.53,100,6,5,1,1,0,3,5,0,3,4,1,4,5,3,4,3,3,3,3,1,3,5,0,0,3,1,4,4,1,0,4,NA,NA,NA,content,Visual,3,0.2,2.118,3,3.765,7
284,1,Dut_Eng,Concept,inspanning,noun,NA,de,Visual,4,0.152,2.857,2.571,4,1.574,2.07,1,2.13,2.19,1.58,NA,8.15,2.4,99.6,10,8,0,0,5,5,5,2,3,3,5,0,5,3,3,3,2,2,4,2,5,5,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,effort,Visual,2.118,0.445,2.118,0.938,3.176,6
286,2,Dut_Eng,Concept,invloed,noun,NA,de,Visual,2.444,0.208,1.556,1.333,2.444,1.74,1.658,1.81,2.88,2.96,2.279,NA,9.09,1.73,100,7,6,0,0,4,2,4,0,0,0,2,5,3,3,2,2,0,0,1,4,1,5,0,0,4,1,2,0,0,0,3,NA,NA,NA,influence,Visual,1.941,0.365,1.941,0.882,2.588,9
292,2,Dut_Eng,Concept,juffrouw,noun,NA,de,Visual,3.333,0.254,3.222,1.333,3.333,2.048,1.323,2.291,2.89,3.3,1.644,NA,5.5,2.73,100,8,5,0,0,5,2,5,0,0,0,5,1,4,4,4,5,1,0,0,3,2,5,5,2,5,1,1,1,5,0,5,NA,NA,NA,miss,Visual,1.824,0.339,1.824,1.647,2.882,4
293,2,Dut_Eng,Concept,junior,noun,NA,de,Visual,1.556,0.139,1.444,1,1.556,2.007,1.323,2.007,2.45,2.93,0.602,NA,9.5,2,100,6,6,0,0,4,3,5,0,0,0,3,3,3,5,2,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,junior,Visual,2.059,0.377,2.059,1.176,2.941,6
299,3,Dut_Eng,Concept,kelder,noun,NA,de,Visual,3.778,0.414,1.111,1.556,3.778,1.616,1.74,1.394,2.92,3.18,1.477,NA,6.23,4.6,100,6,6,4,4,5,5,5,1,1,3,0,0,5,1,0,1,0,0,5,1,3,5,0,1,3,2,3,3,0,1,4,NA,NA,NA,cellar,Visual,2.688,0.36,1.375,2.688,4.125,6
300,3,Dut_Eng,Concept,kennis,noun,NA,de,Auditory,3.222,0.323,3.222,1,2.667,1.922,1.732,2.121,3.22,3.39,2.25,NA,7.71,1.47,100,6,5,1,1,0,0,0,3,1,4,5,0,0,4,4,4,4,0,5,5,4,5,4,0,0,4,0,3,0,0,3,NA,NA,NA,knowledge,Auditory,3.765,0.457,3.765,0.471,2.529,9
